ticket_date,net_weight_kg,day_of_week,is_weekend,lag_1,lag_7,rolling_mean_7,rolling_std_7
2017-03-28,29927.14285714286,1,0,31785.714285714286,31785.714285714286,31307.14285714286,666.9317500193562
2017-03-29,29534.285714285714,2,0,29927.14285714286,31130.0,31079.183673469386,950.1467330802715
2017-03-30,27967.14285714286,3,0,29534.285714285714,31270.0,30607.34693877551,1500.3694394417432
2017-03-31,27917.14285714286,4,0,27967.14285714286,31498.571428571428,30095.71428571429,1737.6800547826322
2017-04-01,28547.14285714286,5,1,27917.14285714286,31630.0,29655.306122448976,1673.495204712173
2017-04-02,28837.14285714286,6,1,28547.14285714286,31908.571428571428,29216.5306122449,1356.959600946497
2017-04-03,29232.85714285714,0,0,28837.14285714286,31785.714285714286,28851.836734693876,765.5702220048296
2017-04-04,31027.14285714286,1,0,29232.85714285714,29927.14285714286,29008.979591836738,1073.8872469874505
2017-04-05,30244.285714285714,2,0,31027.14285714286,29534.285714285714,29110.408163265307,1161.7101850014733
2017-04-06,28918.571428571428,3,0,30244.285714285714,27967.14285714286,29246.326530612245,1056.5551317162658
2017-04-07,28790.0,4,0,28918.571428571428,27917.14285714286,29371.020408163262,915.6525178952888
2017-04-08,27884.285714285714,5,1,28790.0,28547.14285714286,29276.326530612245,1040.7813186057372
2017-04-09,28545.714285714286,6,1,27884.285714285714,28837.14285714286,29234.693877551017,1066.7812590294343
2017-04-10,29045.714285714286,0,0,28545.714285714286,29232.85714285714,29207.95918367347,1069.177271958671
2017-04-11,27088.571428571428,1,0,29045.714285714286,31027.14285714286,28645.306122448976,985.3228050373433
2017-04-12,27548.571428571428,2,0,27088.571428571428,30244.285714285714,28260.204081632655,756.4315745126462
2017-04-13,28308.571428571428,3,0,27548.571428571428,28918.571428571428,28173.061224489797,701.0548071056526
2017-04-14,25905.714285714286,4,0,28308.571428571428,28790.0,27761.020408163266,1042.4867947372427
2017-04-15,23151.428571428572,5,1,25905.714285714286,27884.285714285714,27084.897959183676,2022.9443849130694
2017-04-16,21494.285714285714,6,1,23151.428571428572,28545.714285714286,26077.551020408166,2786.0231470152953
2017-04-17,19332.85714285714,0,0,21494.285714285714,29045.714285714286,24690.0,3410.1653759248943
2017-04-18,18192.85714285714,1,0,19332.85714285714,27088.571428571428,23419.183673469386,3977.6515015074788
2017-04-19,16840.0,2,0,18192.85714285714,27548.571428571428,21889.387755102038,4178.958293621237
2017-04-20,17865.714285714286,3,0,16840.0,28308.571428571428,20397.551020408162,3270.7579593676005
2017-04-21,20570.0,4,0,17865.714285714286,25905.714285714286,19635.306122448976,2228.972142589496
2017-04-22,21534.285714285714,5,1,20570.0,23151.428571428572,19404.285714285714,1856.4892622778984
2017-04-23,21978.571428571428,6,1,21534.285714285714,21494.285714285714,19473.4693877551,1953.8277201334506
2017-04-24,24434.285714285714,0,0,21978.571428571428,19332.85714285714,20202.244897959183,2701.135167912926
2017-04-25,24911.428571428572,1,0,24434.285714285714,18192.85714285714,21162.04081632653,3040.4797170219144
2017-04-26,28111.428571428572,2,0,24911.428571428572,16840.0,22772.244897959183,3339.9539547463332
2017-04-27,28425.714285714286,3,0,28111.428571428572,17865.714285714286,24280.816326530614,3132.8611444553108
2017-04-28,27410.0,4,0,28425.714285714286,20570.0,25257.95918367347,2835.1040313902295
2017-04-29,29164.285714285714,5,1,27410.0,21534.285714285714,26347.95918367347,2623.7324580951868
2017-04-30,30395.714285714286,6,1,29164.285714285714,21978.571428571428,27550.408163265307,2178.5094002545443
2017-05-01,30330.0,0,0,30395.714285714286,24434.285714285714,28392.653061224493,1894.1002977149778
2017-05-02,29898.571428571428,1,0,30330.0,24911.428571428572,29105.102040816328,1163.4343533931046
2017-05-03,25488.571428571428,2,0,29898.571428571428,28111.428571428572,28730.408163265303,1790.280013496556
2017-05-04,26752.85714285714,3,0,25488.571428571428,28425.714285714286,28491.428571428572,1942.8804270314133
2017-05-05,27280.0,4,0,26752.85714285714,27410.0,28472.85714285714,1955.5205302471154
2017-05-06,28770.0,5,1,27280.0,29164.285714285714,28416.530612244893,1937.8843673413264
2017-05-07,30108.571428571428,6,1,28770.0,30395.714285714286,28375.51020408163,1891.4910485602522
2017-05-08,29255.714285714286,0,0,30108.571428571428,30330.0,28222.04081632653,1744.3379456988696
2017-05-09,27485.714285714286,1,0,29255.714285714286,29898.571428571428,27877.34693877551,1589.3402191984662
2017-05-10,28800.0,2,0,27485.714285714286,25488.571428571428,28350.408163265307,1206.547814537854
2017-05-11,25914.285714285714,3,0,28800.0,26752.85714285714,28230.61224489796,1415.1920754093949
2017-05-12,24610.0,4,0,25914.285714285714,27280.0,27849.18367346939,1966.5268353050878
2017-05-13,22505.714285714286,5,1,24610.0,28770.0,26954.285714285714,2747.7940441095484
2017-05-14,20005.714285714286,6,1,22505.714285714286,30108.571428571428,25511.020408163262,3392.497997461438
2017-05-15,21478.571428571428,0,0,20005.714285714286,29255.714285714286,24400.0,3231.398151513674
2017-05-16,25622.85714285714,1,0,21478.571428571428,27485.714285714286,24133.87755102041,3003.597923475979
2017-05-17,27791.428571428572,2,0,25622.85714285714,28800.0,23989.795918367345,2756.48529397483
2017-05-18,28544.285714285714,3,0,27791.428571428572,25914.285714285714,24365.51020408163,3205.2263261351477
2017-05-19,30687.14285714286,4,0,28544.285714285714,24610.0,25233.67346938775,4005.582911467678
2017-05-20,33638.57142857143,5,1,30687.14285714286,22505.714285714286,26824.081632653066,4860.77717174057
2017-05-21,34417.142857142855,6,1,33638.57142857143,20005.714285714286,28882.85714285714,4532.429031454354
2017-05-22,33090.0,0,0,34417.142857142855,21478.571428571428,30541.63265306122,3338.495875886916
2017-05-23,32204.285714285714,1,0,33090.0,25622.85714285714,31481.836734693876,2557.8475637492566
2017-05-24,32082.85714285714,2,0,32204.285714285714,27791.428571428572,32094.897959183672,1973.436495937597
2017-05-25,30958.571428571428,3,0,32082.85714285714,28544.285714285714,32439.795918367345,1367.3830282575723
2017-05-26,29740.0,4,0,30958.571428571428,30687.14285714286,32304.48979591837,1597.2564548943144
2017-05-27,27814.285714285714,5,1,29740.0,33638.57142857143,31472.448979591834,2192.5435969859573
2017-05-28,27700.0,6,1,27814.285714285714,34417.142857142855,30512.85714285714,2158.6229548544406
2017-05-29,28941.428571428572,0,0,27700.0,33090.0,29920.204081632655,1885.3371608050907
2017-05-30,28420.0,1,0,28941.428571428572,32204.285714285714,29379.591836734697,1648.9759168478242
2017-05-31,28657.14285714286,2,0,28420.0,32082.85714285714,28890.204081632655,1144.0072869076066
2017-06-01,31114.285714285714,3,0,28657.14285714286,30958.571428571428,28912.448979591838,1191.4590364627081
2017-06-02,30625.714285714286,4,0,31114.285714285714,29740.0,29038.979591836738,1332.6549416078287
2017-06-03,30662.85714285714,5,1,30625.714285714286,27814.285714285714,29445.91836734694,1331.272836940353
2017-06-04,34891.42857142857,6,1,30662.85714285714,27700.0,30473.265306122452,2230.5075097866847
2017-06-05,34891.42857142857,0,0,34891.42857142857,28941.428571428572,31323.26530612245,2644.7156546728966
2017-06-06,35957.142857142855,1,0,34891.42857142857,28420.0,32400.0,2795.6959144832617
2017-06-07,34125.71428571428,2,0,35957.142857142855,28657.14285714286,33181.22448979592,2294.646746866624
2017-06-08,30607.14285714286,3,0,34125.71428571428,31114.285714285714,33108.775510204076,2377.3003079396753
2017-06-09,32618.571428571428,4,0,30607.14285714286,30625.714285714286,33393.469387755096,2137.6269277893043
2017-06-10,32812.857142857145,5,1,32618.571428571428,30662.85714285714,33700.61224489796,1809.106754660115
2017-06-11,31225.714285714286,6,1,32812.857142857145,34891.42857142857,33176.93877551021,1933.2460856288978
2017-06-12,32501.428571428572,0,0,31225.714285714286,34891.42857142857,32835.510204081635,1785.3789072814398
2017-06-13,31864.285714285714,1,0,32501.428571428572,35957.142857142855,32250.816326530614,1149.716278855707
2017-06-14,33305.71428571428,2,0,31864.285714285714,34125.71428571428,32133.67346938775,951.5421986856023
2017-06-15,36125.71428571428,3,0,33305.71428571428,30607.14285714286,32922.04081632653,1564.6100679475683
2017-06-16,34004.28571428572,4,0,36125.71428571428,32618.571428571428,33120.0,1606.905590951484
2017-06-17,33757.142857142855,5,1,34004.28571428572,32812.857142857145,33254.897959183676,1616.4315399132338
2017-06-18,31422.85714285714,6,1,33757.142857142855,31225.714285714286,33283.06122448979,1576.4062782576248
2017-06-19,29930.0,0,0,31422.85714285714,32501.428571428572,32915.71428571428,2024.755297216258
2017-06-20,30468.571428571428,1,0,29930.0,31864.285714285714,32716.326530612245,2206.1475421304144
2017-06-21,29327.14285714286,2,0,30468.571428571428,33305.71428571428,32147.959183673465,2519.2730375074575
2017-06-22,29248.571428571428,3,0,29327.14285714286,36125.71428571428,31165.51020408163,1996.1584583556712
2017-06-23,29888.571428571428,4,0,29248.571428571428,34004.28571428572,30577.551020408162,1584.2950994366965
2017-06-24,27187.14285714286,5,1,29888.571428571428,33757.142857142855,29638.979591836734,1308.8541268470306
2017-06-25,27685.714285714286,6,1,27187.14285714286,31422.85714285714,29105.102040816328,1219.046370109949
2017-06-26,27585.714285714286,0,0,27685.714285714286,29930.0,28770.204081632655,1275.3712087532595
2017-06-27,27752.85714285714,1,0,27585.714285714286,30468.571428571428,28382.24489795918,1068.986059467306
2017-06-28,29658.571428571428,2,0,27752.85714285714,29327.14285714286,28429.591836734697,1123.749104798156
2017-06-29,30322.85714285714,3,0,29658.571428571428,29248.571428571428,28583.061224489793,1311.8516354047213
2017-06-30,31125.714285714286,4,0,30322.85714285714,29888.571428571428,28759.795918367345,1574.1563831958388
2017-07-01,33391.42857142857,5,1,31125.714285714286,27187.14285714286,29646.122448979593,2173.613361141269
2017-07-02,35782.857142857145,6,1,33391.42857142857,27685.714285714286,30802.85714285714,2966.413006047701
2017-07-03,36811.42857142857,0,0,35782.857142857145,27585.714285714286,32120.816326530614,3326.4456585287357
2017-07-04,36297.142857142855,1,0,36811.42857142857,27752.85714285714,33341.42857142857,3009.0092613173615
2017-07-05,34000.0,2,0,36297.142857142855,29658.571428571428,33961.63265306123,2533.197198531327
2017-07-06,33818.57142857143,3,0,34000.0,30322.85714285714,34461.02040816327,1980.5971603934738
2017-07-07,32668.571428571428,4,0,33818.57142857143,31125.714285714286,34681.42857142857,1596.096215536955
2017-07-08,30987.14285714286,5,1,32668.571428571428,33391.42857142857,34337.95918367347,2099.324779225052
2017-07-09,29368.571428571428,6,1,30987.14285714286,35782.857142857145,33421.63265306123,2682.4271206374538
2017-07-10,28134.285714285714,0,0,29368.571428571428,36811.42857142857,32182.04081632653,2854.286173928963
2017-07-11,27285.714285714286,1,0,28134.285714285714,36297.142857142855,30894.693877551017,2717.867150258224
2017-07-12,28418.571428571428,2,0,27285.714285714286,34000.0,30097.34693877551,2461.6638127330207
2017-07-13,28271.428571428572,3,0,28418.571428571428,33818.57142857143,29304.897959183672,1890.7393106701634
2017-07-14,29790.0,4,0,28271.428571428572,32668.571428571428,28893.673469387755,1237.3800655529387
2017-07-15,31885.714285714286,5,1,29790.0,30987.14285714286,29022.04081632653,1507.813179107535
2017-07-16,31568.571428571428,6,1,31885.714285714286,29368.571428571428,29336.326530612245,1794.1715646778357
2017-07-17,30148.571428571428,0,0,31568.571428571428,28134.285714285714,29624.08163265306,1729.6207811677048
2017-07-18,29618.571428571428,1,0,30148.571428571428,27285.714285714286,29957.34693877551,1396.6708299350194
2017-07-19,28468.571428571428,2,0,29618.571428571428,28418.571428571428,29964.48979591837,1387.5879401123077
2017-07-20,27768.571428571428,3,0,28468.571428571428,28271.428571428572,29892.65306122449,1498.4369245033943
2017-07-21,26635.714285714286,4,0,27768.571428571428,29790.0,29442.04081632653,1942.8343586098904
2017-07-22,26344.285714285714,5,1,26635.714285714286,31885.714285714286,28650.408163265303,1909.8605060515104
2017-07-23,25170.0,6,1,26344.285714285714,31568.571428571428,27736.326530612245,1808.966115276819
2017-07-24,24861.428571428572,0,0,25170.0,30148.571428571428,26981.020408163266,1736.2244428185968
2017-07-25,26212.85714285714,1,0,24861.428571428572,29618.571428571428,26494.489795918365,1295.0718805916104
2017-07-26,27564.285714285714,2,0,26212.85714285714,28468.571428571428,26365.306122448976,1094.9819724189174
2017-07-27,26515.714285714286,3,0,27564.285714285714,27768.571428571428,26186.326530612245,914.9814529710621
2017-07-28,26321.428571428572,4,0,26515.714285714286,26635.714285714286,26141.428571428572,896.7848846027036
2017-07-29,26237.14285714286,5,1,26321.428571428572,26344.285714285714,26126.122448979593,893.6543923596325
2017-07-30,27762.85714285714,6,1,26237.14285714286,25170.0,26496.5306122449,965.748751548635
2017-07-31,29280.0,0,0,27762.85714285714,24861.428571428572,27127.755102040817,1146.084388964402
2017-08-01,28678.571428571428,1,0,29280.0,26212.85714285714,27480.0,1195.8619127164307
2017-08-02,28244.285714285714,2,0,28678.571428571428,27564.285714285714,27577.14285714286,1230.9539467614934
2017-08-03,29844.285714285714,3,0,28244.285714285714,26515.714285714286,28052.65306122449,1385.7622545873849
2017-08-04,30918.571428571428,4,0,29844.285714285714,26321.428571428572,28709.38775510204,1512.1325341310046
2017-08-05,31437.14285714286,5,1,30918.571428571428,26237.14285714286,29452.24489795918,1365.348839615221
2017-08-06,30638.571428571428,6,1,31437.14285714286,27762.85714285714,29863.061224489797,1194.2231780651837
2017-08-07,30218.571428571428,0,0,30638.571428571428,29280.0,29997.14285714286,1170.2988164258768
2017-08-08,29428.571428571428,1,0,30218.571428571428,28678.571428571428,30104.285714285714,1058.4486787001472
2017-08-09,31072.85714285714,2,0,29428.571428571428,28244.285714285714,30508.367346938776,713.8438769512037
2017-08-10,30104.285714285714,3,0,31072.85714285714,29844.285714285714,30545.51020408163,679.4677932185361
2017-08-11,29367.14285714286,4,0,30104.285714285714,30918.571428571428,30323.877551020407,782.6862492851855
2017-08-12,29198.571428571428,5,1,29367.14285714286,31437.14285714286,30004.08163265306,705.532282570531
2017-08-13,28837.14285714286,6,1,29198.571428571428,30638.571428571428,29746.73469387755,761.8214452744177
2017-08-14,28691.428571428572,0,0,28837.14285714286,30218.571428571428,29528.571428571428,820.5796855931178
2017-08-15,28645.714285714286,1,0,28691.428571428572,29428.571428571428,29416.73469387755,887.1293282787274
2017-08-16,26461.428571428572,2,0,28645.714285714286,31072.85714285714,28757.95918367347,1131.0162960815048
2017-08-17,24291.428571428572,3,0,26461.428571428572,30104.285714285714,27927.551020408166,1870.1801932692028
2017-08-18,24485.714285714286,4,0,24291.428571428572,29367.14285714286,27230.204081632655,2135.228711892352
2017-08-19,25120.0,5,1,24485.714285714286,29198.571428571428,26647.551020408166,2063.868093245523
2017-08-20,25672.85714285714,6,1,25120.0,28837.14285714286,26195.51020408163,1838.597222702032
2017-08-21,25252.85714285714,0,0,25672.85714285714,28691.428571428572,25704.285714285714,1486.1871957975318
2017-08-22,25424.285714285714,1,0,25252.85714285714,28645.714285714286,25244.08163265306,729.8855695289433
2017-08-23,24388.571428571428,2,0,25424.285714285714,26461.428571428572,24947.95918367347,552.6515288518352
2017-08-24,26984.285714285714,3,0,24388.571428571428,24291.428571428572,25332.65306122449,867.1995072778311
2017-08-25,25902.85714285714,4,0,26984.285714285714,24485.714285714286,25535.102040816328,799.2849087800085
2017-08-26,25067.14285714286,5,1,25902.85714285714,25120.0,25527.551020408162,804.0952638784814
2017-08-27,23252.85714285714,6,1,25067.14285714286,25672.85714285714,25181.83673469388,1168.7532499968563
2017-08-28,23132.85714285714,0,0,23252.85714285714,25252.85714285714,24878.979591836734,1399.233199696651
2017-08-29,23368.571428571428,1,0,23132.85714285714,25424.285714285714,24585.306122448976,1479.1544087147945
2017-08-30,25197.14285714286,2,0,23368.571428571428,24388.571428571428,24700.816326530614,1492.7395390321428
2017-08-31,24944.285714285714,3,0,25197.14285714286,26984.285714285714,24409.38775510204,1126.9544948358482
2017-09-01,25290.0,4,0,24944.285714285714,25902.85714285714,24321.836734693876,1009.2513269800046
2017-09-02,24560.0,5,1,25290.0,25067.14285714286,24249.38775510204,964.0217829782572
2017-09-03,27830.0,6,1,24560.0,23252.85714285714,24903.26530612245,1549.7767480840685
2017-09-04,28305.714285714286,0,0,27830.0,23132.85714285714,25642.244897959183,1780.941976760369
2017-09-05,29441.428571428572,1,0,28305.714285714286,23368.571428571428,26509.79591836735,1959.0056183262327
2017-09-06,28744.285714285714,2,0,29441.428571428572,25197.14285714286,27016.5306122449,2020.6700338777657
2017-09-07,27997.14285714286,3,0,28744.285714285714,24944.285714285714,27452.65306122449,1818.1779450440486
2017-09-08,28235.714285714286,4,0,27997.14285714286,25290.0,27873.4693877551,1556.2314626697985
2017-09-09,30327.14285714286,5,1,28235.714285714286,24560.0,28697.34693877551,896.3958174898315
2017-09-10,30351.428571428572,6,1,30327.14285714286,27830.0,29057.551020408166,991.3475039882769
2017-09-11,29860.0,0,0,30351.428571428572,28305.714285714286,29279.591836734697,968.6907196822284
2017-09-12,29098.571428571428,1,0,29860.0,29441.428571428572,29230.61224489796,967.8114932629028
2017-09-13,29165.714285714286,2,0,29098.571428571428,28744.285714285714,29290.816326530614,945.3642198964773
2017-09-14,28738.571428571428,3,0,29165.714285714286,27997.14285714286,29396.73469387755,807.7884962142984
2017-09-15,29290.0,4,0,28738.571428571428,28235.714285714286,29547.34693877551,635.0549971209897
2017-09-16,28415.714285714286,5,1,29290.0,30327.14285714286,29274.285714285714,654.5154514528316
2017-09-17,25810.0,6,1,28415.714285714286,30351.428571428572,28625.51020408163,1320.6699053996135
2017-09-18,26165.714285714286,0,0,25810.0,29860.0,28097.755102040817,1474.3341301442215
2017-09-19,27248.571428571428,1,0,26165.714285714286,29098.571428571428,27833.4693877551,1430.1816775184484
2017-09-20,27302.85714285714,2,0,27248.571428571428,29165.714285714286,27567.346938775507,1309.1627455233888
2017-09-21,28430.0,3,0,27302.85714285714,28738.571428571428,27523.26530612245,1267.691059352842
2017-09-22,27450.0,4,0,28430.0,29290.0,27260.408163265303,1003.5439631170681
2017-09-23,27377.14285714286,5,1,27450.0,28415.714285714286,27112.04081632653,872.4875911414921
2017-09-24,27171.428571428572,6,1,27377.14285714286,25810.0,27306.5306122449,659.6514525662429
2017-09-25,27661.428571428572,0,0,27171.428571428572,26165.714285714286,27520.204081632655,431.2262443986661
2017-09-26,26411.428571428572,1,0,27661.428571428572,27248.571428571428,27400.61224489796,601.5562906707435
2017-09-27,26488.571428571428,2,0,26411.428571428572,27302.85714285714,27284.285714285714,695.073039767986
2017-09-28,28435.714285714286,3,0,26488.571428571428,28430.0,27285.102040816328,696.6444633100238
2017-09-29,28304.285714285714,4,0,28435.714285714286,27450.0,27407.14285714286,797.8269807148207
2017-09-30,28067.14285714286,5,1,28304.285714285714,27377.14285714286,27505.714285714286,835.2497691534032
2017-10-01,30645.714285714286,6,1,28067.14285714286,27171.428571428572,28002.04081632653,1426.49488534673
2017-10-02,29024.285714285714,0,0,30645.714285714286,27661.428571428572,28196.73469387755,1464.7499181237094
2017-10-03,29307.14285714286,1,0,29024.285714285714,26411.428571428572,28610.408163265307,1272.8421019596142
2017-10-04,29774.285714285714,2,0,29307.14285714286,26488.571428571428,29079.79591836735,915.6880720456957
2017-10-05,26912.85714285714,3,0,29774.285714285714,28435.714285714286,28862.244897959183,1223.4099376772544
2017-10-06,27932.85714285714,4,0,26912.85714285714,28304.285714285714,28809.18367346939,1259.1747262607055
2017-10-07,27974.285714285714,5,1,27932.85714285714,28067.14285714286,28795.91836734694,1268.7476895382051
2017-10-08,27591.428571428572,6,1,27974.285714285714,30645.714285714286,28359.591836734693,1029.1346719373303
2017-10-09,28915.714285714286,0,0,27591.428571428572,29024.285714285714,28344.08163265306,1018.2075181654611
2017-10-10,28941.428571428572,1,0,28915.714285714286,29307.14285714286,28291.836734693876,968.7370676901393
2017-10-11,26211.428571428572,2,0,28941.428571428572,29774.285714285714,27782.85714285714,995.6346897201922
2017-10-12,26432.14285714286,3,0,26211.428571428572,26912.85714285714,27714.18367346939,1078.7529355768268
2017-10-13,26189.285714285714,4,0,26432.14285714286,27932.85714285714,27465.102040816328,1212.8101979649284
2017-10-14,26749.285714285714,5,1,26189.285714285714,27974.285714285714,27290.102040816328,1215.4698308148425
2017-10-15,24627.85714285714,6,1,26749.285714285714,27591.428571428572,26866.73469387755,1560.2495688835281
2017-10-16,23680.714285714286,0,0,24627.85714285714,28915.714285714286,26118.87755102041,1665.5153773842112
2017-10-17,23669.285714285714,1,0,23680.714285714286,28941.428571428572,25365.714285714286,1335.824989046321
2017-10-18,25286.428571428572,2,0,23669.285714285714,26211.428571428572,25233.571428571428,1282.925812140297
2017-10-19,24778.571428571428,3,0,25286.428571428572,26432.14285714286,24997.34693877551,1172.9755112740615
2017-10-20,26001.428571428572,4,0,24778.571428571428,26189.285714285714,24970.51020408163,1142.92386072266
2017-10-21,25874.285714285714,5,1,26001.428571428572,26749.285714285714,24845.51020408163,947.0165930962701
2017-10-22,25575.714285714286,6,1,25874.285714285714,24627.85714285714,24980.91836734694,977.9672895533886
2017-10-23,26101.428571428572,0,0,25575.714285714286,23680.714285714286,25326.73469387755,862.7871558993544
2017-10-24,24981.428571428572,1,0,26101.428571428572,23669.285714285714,25514.183673469386,515.194043849818
2017-10-25,26042.85714285714,2,0,24981.428571428572,25286.428571428572,25622.244897959183,538.2737949487532
2017-10-26,27202.85714285714,3,0,26042.85714285714,24778.571428571428,25968.571428571428,669.0027098976493
2017-10-27,25622.85714285714,4,0,27202.85714285714,26001.428571428572,25914.48979591837,681.0962694655884
2017-10-28,25125.714285714286,5,1,25622.85714285714,25874.285714285714,25807.551020408162,744.295180584074
2017-10-29,25290.0,6,1,25125.714285714286,25575.714285714286,25766.734693877548,766.626905632276
2017-10-30,28250.0,0,0,25290.0,26101.428571428572,26073.67346938775,1219.3856089697579
2017-10-31,30080.0,1,0,28250.0,24981.428571428572,26802.04081632653,1828.7257853643423
2017-11-01,29811.428571428572,2,0,30080.0,26042.85714285714,27340.408163265303,2102.245109285347
2017-11-02,29540.0,3,0,29811.428571428572,27202.85714285714,27674.285714285714,2256.677920770997
2017-11-03,28598.571428571428,4,0,29540.0,25622.85714285714,28099.387755102038,2079.123778213137
2017-11-04,29671.428571428572,5,1,28598.571428571428,25125.714285714286,28748.775510204083,1663.990251429194
2017-11-05,29597.14285714286,6,1,29671.428571428572,25290.0,29364.081632653066,673.2469948206748
2017-11-06,26780.0,0,0,29597.14285714286,28250.0,29154.081632653066,1143.6177316022465
2017-11-07,25472.85714285714,1,0,26780.0,30080.0,28495.91836734694,1708.2645106903215
2017-11-08,25321.428571428572,2,0,25472.85714285714,29811.428571428572,27854.48979591837,1956.8601513877982
2017-11-09,26430.0,3,0,25321.428571428572,29540.0,27410.204081632655,1861.1066542839721
2017-11-10,25601.428571428572,4,0,26430.0,28598.571428571428,26982.040816326535,1886.729679209547
2017-11-11,23977.14285714286,5,1,25601.428571428572,29671.428571428572,26168.571428571428,1757.0321296897055
2017-11-12,26192.85714285714,6,1,23977.14285714286,29597.14285714286,25682.244897959183,923.1165259626599
2017-11-13,26418.571428571428,0,0,26192.85714285714,26780.0,25630.61224489796,859.3906467786785
2017-11-14,27178.571428571428,1,0,26418.571428571428,25472.85714285714,25874.285714285714,1031.7434554302536
2017-11-15,27814.285714285714,2,0,27178.571428571428,25321.428571428572,26230.408163265303,1221.8260879969982
2017-11-16,27492.85714285714,3,0,27814.285714285714,26430.0,26382.244897959183,1313.3743882727017
2017-11-17,29954.285714285714,4,0,27492.85714285714,25601.428571428572,27004.08163265306,1816.2575390092209
2017-11-18,31427.14285714286,5,1,29954.285714285714,23977.14285714286,28068.367346938776,1926.3494128150166
2017-11-19,29968.571428571428,6,1,31427.14285714286,26192.85714285714,28607.755102040817,1840.362071952037
2017-11-20,30418.571428571428,0,0,29968.571428571428,26418.571428571428,29179.183673469386,1659.4382413841277
2017-11-21,30382.85714285714,1,0,30418.571428571428,27178.571428571428,29636.938775510203,1443.4919462983894
2017-11-22,30115.714285714286,2,0,30382.85714285714,27814.285714285714,29965.714285714286,1200.8692996450834
2017-11-23,29094.285714285714,3,0,30115.714285714286,27492.85714285714,30194.489795918365,698.8705312405821
2017-11-24,27302.85714285714,4,0,29094.285714285714,29954.285714285714,29815.714285714286,1305.7606535479151
2017-11-25,25467.14285714286,5,1,27302.85714285714,31427.14285714286,28964.285714285714,1891.6008409536892
2017-11-26,24811.428571428572,6,1,25467.14285714286,29968.571428571428,28227.551020408162,2377.2220846294995
2017-11-27,25180.0,0,0,24811.428571428572,30418.571428571428,27479.183673469386,2397.002643203758
2017-11-28,25284.285714285714,1,0,25180.0,30382.85714285714,26750.816326530614,2127.0619219536366
2017-11-29,24112.85714285714,2,0,25284.285714285714,30115.714285714286,25893.265306122452,1714.3943843107577
2017-11-30,24537.14285714286,3,0,24112.85714285714,29094.285714285714,25242.244897959183,1021.4884621611957
2017-12-01,25680.0,4,0,24537.14285714286,27302.85714285714,25010.408163265303,552.2530933420754
2017-12-02,25361.428571428572,5,1,25680.0,25467.14285714286,24995.306122448983,538.9670861214224
2017-12-03,25462.85714285714,6,1,25361.428571428572,24811.428571428572,25088.367346938776,557.8356062981263
2017-12-04,24057.85714285714,0,0,25462.85714285714,25180.0,24928.061224489797,675.8638607085134
2017-12-05,23332.14285714286,1,0,24057.85714285714,25284.285714285714,24649.183673469386,877.1547258165469
2017-12-06,24957.85714285714,2,0,23332.14285714286,24112.85714285714,24769.897959183676,848.7276820797283
2017-12-07,25316.428571428572,3,0,24957.85714285714,24537.14285714286,24881.224489795917,864.0792467166262
2017-12-08,25002.14285714286,4,0,25316.428571428572,25680.0,24784.38775510204,794.8516770646651
2017-12-09,26793.571428571428,5,1,25002.14285714286,25361.428571428572,24988.979591836734,1095.564795255164
2017-12-10,27647.85714285714,6,1,26793.571428571428,25462.85714285714,25301.122448979593,1492.4594399132516
2017-12-11,25892.85714285714,0,0,27647.85714285714,24057.85714285714,25563.26530612245,1395.708915592753
2017-12-12,25745.714285714286,1,0,25892.85714285714,23332.14285714286,25908.061224489797,992.5733333902532
2017-12-13,26578.571428571428,2,0,25745.714285714286,24957.85714285714,26139.591836734693,920.385978736227
2017-12-14,27590.0,3,0,26578.571428571428,25316.428571428572,26464.38775510204,980.6716624951613
2017-12-15,28897.14285714286,4,0,27590.0,25002.14285714286,27020.816326530614,1109.2902698655255
2017-12-16,29408.571428571428,5,1,28897.14285714286,26793.571428571428,27394.38775510204,1417.5092189511663
2017-12-17,29048.571428571428,6,1,29408.571428571428,27647.85714285714,27594.489795918365,1551.7616560295296
2017-12-18,32695.714285714286,0,0,29048.571428571428,25892.85714285714,28566.326530612245,2271.6901402468143
2017-12-19,34001.42857142857,1,0,32695.714285714286,25745.714285714286,29745.714285714286,2671.1810427721834
2017-12-20,31987.14285714286,2,0,34001.42857142857,26578.571428571428,30518.36734693878,2367.329996420771
2017-12-21,30055.714285714286,3,0,31987.14285714286,27590.0,30870.612244897962,2016.4194806304854
2017-12-22,28818.571428571428,4,0,30055.714285714286,28897.14285714286,30859.38775510204,2029.412611835504
2017-12-23,28371.428571428572,5,1,28818.571428571428,29408.571428571428,30711.224489795917,2184.8912905243947
2017-12-24,28780.0,6,1,28371.428571428572,29048.571428571428,30672.85714285714,2221.0135885546574
2017-12-25,26792.85714285714,0,0,28780.0,32695.714285714286,29829.591836734697,2435.233818592159
2017-12-26,26228.571428571428,1,0,26792.85714285714,34001.42857142857,28719.183673469386,1937.1054317818625
2017-12-27,25865.714285714286,2,0,26228.571428571428,31987.14285714286,27844.693877551017,1561.189088567575
2017-12-28,28181.428571428572,3,0,25865.714285714286,30055.714285714286,27576.938775510203,1248.1184283845544
2017-12-29,28531.428571428572,4,0,28181.428571428572,28818.571428571428,27535.91836734694,1204.4651700929362
